Username,Rapid Rating,Blitz Rating,Puzzle Rating
bluepuppy,1478,1371,1834
bluepuppy1,1055,748,1350
bluepuppy103,604,665,803
blueringoctopus,1428,634,780
bluesat,1149,870,1885
bluesky202,1472,1266,413
blueskyzz,1129,1030,1149
bluevalency,1344,1210,1292
bluewinter98,1116,287,1041
bluey-phoenix,1425,1189,1036
bluey19,1285,765,1603
bluey1976,415,657,412
bluey95,954,905,1731
bluey982,1722,1494,2268
blueyaussie,734,280,424
bluey_01,884,832,1053
bluezbluez,1804,1585,2312
bluezenithdt,252,356,400
blue_crood,719,845,600
blue_star1,1800,1637,2117
bluff1978,1615,985,1893
bluflamez,927,803,1526
blugggg,784,509,1460
blujay8teen,556,390,406
blumenfeldgambit,796,264,399
blundadownund,889,456,1027
blunderandbust,1368,996,939
blunderatdawn,1304,1182,1750
blunderbass492,1120,978,1504
blunderbobbie,722,623,449
blunderbustar,1511,1614,1217
blunderdownunder,1158,1049,733
blunderdownunder777,1313,1075,1829
blundered,687,100,1254
blunderedvibes,1774,1809,2714
blunderemporium,978,1013,1186
blundererbloke,908,623,422
blundergoat,1474,1055,1930
blundergust,1014,763,457
blunderhu,327,694,787
blunderingbandicoot,1120,943,1645
blunderingm8,1202,1050,468
blunderingmyking1,1341,974,761
blunderingsoon,965,643,452
blunderking30,799,1274,406
blunderking696969,942,499,400
blundermasterer,946,877,438
blundermax1,794,1038,887
blunderpdf,877,1061,1041
blunder_storm_attack,1315,1082,2158
blundo66,1205,1162,1381
bluntrustyknife,841,711,537
bluokami,909,686,1238
bluong4,1190,721,563
bluroo,1300,1226,1681
blurred_666,1581,1245,2074
blurry_one,656,376,420
blushingdanger,1068,876,449
blusniper,1333,1006,422
bluuuur,298,100,423
bluwale,1110,721,816
blvckpvnthv,844,607,545
blvdlatte,365,301,865
blwas,1214,1099,609
blxj,847,1236,1462
bm2764,964,594,897
bm9113,722,691,1034
bmac44,1083,825,387
bmag96,1512,1401,2181
bman95,1086,973,1616
bmanchicken2132,690,416,904
bmarkwell1,1070,910,1669
bmccc,1907,1685,2273
bmcgr94,801,182,1136
bmck1705,1215,935,1361
bmh1986,1148,808,816
bmmorez,985,552,559
bmoose96,661,356,403
bmor4,1901,1678,1014
bmp,1715,1719,1994
bmrobb,774,798,1079
bmurray04,917,448,785
bmyers25,1007,786,931
bm_bro_di3,920,478,1223
bnapl,858,1031,1811
bnarty,1082,1271,2091
bnavak,1326,961,1554
bngurung,938,839,412
bnjmnsmth,780,611,431
bnmcmenomy,1561,1368,2066
bnmrtn,1107,875,477
bnz253,1107,1050,1919
bo0n,1439,846,1265
boalzy77,847,551,420
board4chessman,920,875,819
boardingman,1118,609,1307
boardlife1412,1609,1348,1179
boardm4ngetspaid,1255,838,851
boardnoobie9,781,589,1377
boardsilly,1480,1344,1369
boardwalk12345,1179,1002,1287
boat24,1387,1400,2278
boatingweevil,1332,1050,531
bob14255,1110,872,1782
bob1447,617,917,412
bob1969,802,1202,995
bob5421,1105,887,1424
bob576,805,912,552
bobaan,1318,1195,871
bobakf,1123,900,589
bobalinos,664,306,1261
bobandy771,303,637,411
bobaphett1,411,499,444
bobbertjobbert,1361,925,1545
bobbieapulu,830,1026,1637
bobbill1234,926,632,815
bobbish_18,884,1015,1317
bobbobbobbobisaslob,1039,576,525
bobbobobobobobobobobo,305,427,387
bobby-fissure,1326,1082,1275
bobby012023,1459,1104,391
bobby0268,1226,939,434
bobby104402,907,791,514
bobbybacklash,587,836,1192
bobbybobbysmith,1065,429,1108
bobbyboylay,1018,808,450
bobbycvet,2283,1284,458
bobbydiabolico,1465,1226,2135
bobbyfowler,1451,1052,1816
bobbygonefischin,887,766,1032
bobbyhodges,858,807,488
bobbyj12,998,656,1040
bobbyjoe123g,673,329,483
bobbymac82,1014,758,1233
bobbymmarkovic,1084,1020,858
bobbymosalad,784,547,429
bobbynight,999,782,529
bobbyrussell85,713,499,403
bobbystevensons,933,672,970
bobbytheyrthird,911,620,817
bobbywangknob,701,460,652
bobby_who,1046,936,504
bobcactus,1214,986,436
bobcorncob,921,725,1335
bobdylanrocks07,1115,799,569
bobexplains,1627,1273,2274
bobeydobey,1906,1809,2796
bobfred4515,989,608,1200
bobfrog93,196,198,645
bobgajic,1449,1972,881
bobispro,713,479,1003
bobjayz00t,612,368,391
boblioblob,1198,1072,843
bobliu1127,1613,1562,1942
bobliygov,534,535,436
bobmacambob,1539,1713,2584
bobmcbob365,1062,829,1103
bobmuncal,1277,977,1825
bobo2403,1046,934,1464
bobobabb,957,825,472
bobobobh,1119,816,1794
bobojaque,1295,1037,446
bobolespank,1428,1140,1605
bobothybobson,1484,1258,834
bobrandy13,808,546,1415
bobross941,272,697,481
bobruub,1136,971,1010
bobsburger396,824,763,461
bobsgarage,1285,962,1551
bobsieyuyu,1356,1080,1808
bobski72,1140,973,1983
bobskywalker,518,1016,830
bobsnr12345,1044,931,1638
bobspencer,1104,685,457
bobstoned34,809,883,427
bobtadich,1258,1013,991
bobtash79,1362,999,1045
bobtheblob38469,965,525,796
bobthebuilder116,1188,770,694
bobthebuilder3734,510,435,1054
bobthebuilder71,485,193,843
bobtheemoji,329,834,429
bobthegirl138,1316,1150,1676
bobthegrandchampion,1010,693,505
bobthephe0nix,420,356,921
bobthepotatoes,854,443,788
bobtronson,956,1272,1015
bobtulla,1261,1037,787
bobusback,620,158,566
bobwire0,928,754,506
boby03,1265,1047,1964
bobybuthole,773,492,441
bobyouraunt,993,548,568
bobzuruncle,561,796,387
bob_hogar,1160,1077,1082
bob_is_coming1,2083,1358,648
bob_viggins,126,519,464
bocmaxima,1563,1311,2058
bodacious_cat,790,386,716
boddot81,998,1009,1547
bodhivale,1229,1078,436
bodiay,1063,789,1215
bodmas12,1057,875,1835
bodoggambit,962,773,387
bodouthat,898,530,828
bodudu,1016,991,1343
bodyharvester,1206,1022,786
boejidenchess,778,482,518
boerboels,784,553,448
bog39,1167,1145,814
boga23,1473,1279,413
boganmeat,1241,988,1085
boganmuhammad,1501,997,1805
bogdangolenko,714,708,457
bogdanovist,868,544,1191
bognog,954,799,1326
bogotnt,904,774,842
bogovac,1002,721,1200
bohan99,1931,1580,1956
bohdankostko,1180,922,1391
bohdan_l,1104,855,1464
bohds92,1354,751,1619
boiboiboiwtf,1093,776,407
boiiirekt,335,922,936
boijek,1403,1200,981
boilingtugboat,1314,1074,849
boinkman,708,702,1284
boiollie,1007,570,939
boipussoire,727,605,989
boiwwaaa,978,747,559
boiyoegg,257,422,1008
boi_he_boutta_do_it,807,522,487
bojaxn,689,575,1048
bokkisuki,600,721,981
bolachadegoma,657,906,790
bolddeer,955,724,774
boldrewood,793,721,559
bolerzz,1884,1582,2155
boliverboss,881,507,1405
bollis49,1418,1351,2341
bollopollop,838,597,833
bolognesespaghetti,828,579,517
bolore,929,579,626
bolosniffy,1025,439,448
bolt2008,1343,1028,1350
bolt76,1018,640,1267
boltcutter,1282,947,1025
bolton02,598,418,914
boltonhaslock,1230,932,826
bolts333,1489,1313,1628
boltsafe90,1338,1303,1094
boltspeedman,1321,1011,1718
boluski,930,613,475
bomanaitor,1219,640,1307
bomb-bunny,275,644,1147
bomba4eva,758,648,550
bomberrod,1241,1001,1592
bombertron,840,768,400
bombtech10,1545,1131,1924
bomman,1177,1565,2346
bonafidescrub0,1084,1231,667
bonbonferg,648,806,816
boncer34,1286,1219,792
bonclayokamaway,1490,1109,1166
bondibabes,1096,892,800
bondibishop,1784,1556,1638
bondinoob,1194,1333,931
bondserge,1063,982,1200
bonegirls-winchess,1144,486,1212
bonesy_27,563,857,711
bonezdogg,1801,1933,2822
bongbuster420,1150,949,1961
bongcloud-101,1422,1321,2415
bongcloudchessboi,792,399,655
bongcloud_master69,1292,764,1072
bongjuan,1398,1087,1419
bonglord15277,840,955,808
bongo123456,548,728,705
bongobear,805,1229,1165
bonjic,1289,1181,1629
bonjourplayz,866,310,1426
bonnarzz,896,370,1020
bonnbonnnss,425,492,391
bonner74,952,932,1442
bonney1,1074,1025,2220
bonneyb,849,637,1008
bonno83,494,836,408
bonnywillow,1693,1661,1173
bonobochess88,1391,1013,1748
bonsaisel,1384,1285,1149
bonsen0101,1151,701,1206
bont3mpelli,823,531,1214
bonti04,1169,897,867
bontran,640,635,1273
boo2035,1208,1015,1157
boocalibrator,710,574,457
boochi1234,1099,895,932
boodgie01,899,605,1355
boodoo21,559,728,964
boof1951,1161,1071,747
boofhead9914,1082,726,1519
boofsdad,649,311,543
boofthechook,996,1159,2226
boogalicious,1901,1825,2759
boogiewoogie45,1168,924,1037
booglehead,1055,666,1475
boogwadous,1322,1427,1649
bookchop,1016,836,1321
bookish_baritone,1615,1684,1872
bookloverspizza,1091,966,862
bookman333,1941,1872,2641
booknote,519,532,1330
bookofchessmiyamoto,1504,1433,2198
bookshopaddict,1327,1037,1875
bookwhirm44,1018,452,1238
bookworm03,1335,1065,1227
booln1,995,705,592
boombabruh,893,475,391
boomberry,802,603,950
boomcheese,1151,1104,450
boomerj69,648,421,453
boomers01,1073,849,1043
boomer_9000,1161,849,1713
boomjynx,1033,682,827
boomstar459,1303,1074,1172
booncounty,1862,1584,1714
booneyarmy,1030,909,992
boonoboono,1086,806,1338
boonyams1,815,702,1163
boonywoony,764,335,433
booomboy,950,855,860
boopmaster09,1171,1062,1974
boopney,972,589,1300
boopnswoop,780,594,1293
booptrooper,1393,1014,1690
booradleys,1205,1022,1676
boormdog,1186,641,1242
boorune,619,698,400
booshana,1222,1203,1539
boostas,912,697,1459
boostedmonk,876,729,2024
boostmanic,463,637,744
bootfruiter,850,590,521
boothey22,828,809,496
boothie8,1265,1247,2319
boothy_boy44,1523,1073,2233
bootleg-gucci,524,410,734
bootsinoz,1391,1359,1715
bootsy1er,1119,748,390
bootyboiiii,1334,1269,488
boourns91,1084,1240,1615
booyakasha12,713,332,1007
booyeh1,1323,845,1460
boozecannon,988,761,1172
boozer84,315,581,437
bopanna24,819,578,480
boppy1098,1148,1125,1610
boppy_fister,1056,978,590
bordrydr,1254,1136,1309
boredgiant,731,688,1355
boredmc,851,247,493
boredtodeath34,1629,1285,1961
borenson,1176,850,1747
borepig,1138,867,1203
borg0vv,533,414,738
borgii,1026,851,437
borgilisk,1129,873,1764
borgmeister,1038,964,1264
borgov8337,916,685,843
borgov_v,745,567,891
boringlunchbox,813,640,456
boringoldpaul,1202,618,435
boris,1632,1154,1632
boris118,1319,1199,2184
borisfromtheussr,926,732,816
borisjohnson5,599,286,1113
borismolina,1024,839,428
borisroz6,1866,1106,1946
borissowj,804,576,1316
boristherockjohnson,972,582,1187
borlz,902,950,494
born1950,1185,868,734
bornllama,685,345,436
borrisbary,581,342,410
bort321,1668,1601,2338
boru2014,1355,1354,1221
boruto78,454,271,390
borutosdad69,986,1124,1247
boscobrain_19,1508,1178,1872
boshy77,1328,936,955
boskodank,1281,1211,1600
bossanovatango,971,210,1025
bossavi432,1023,633,1227
bossco3,715,935,411
bosscoff,1010,903,1671
bosscoffeesipsip,926,762,1522
bossdddee,791,929,424
bossi95,1070,689,1365
bossiepossie123,987,788,1464
bossman_teddy,1013,857,1639
bosszilla2770,882,571,851
bostannurlanov,1456,1142,1882
bostondog,880,728,405
bostonrix,1109,1045,410
bostonw10,539,431,437
bot23451,929,717,1350
bot2597,530,427,412
bot321213,1324,1042,836
bot327,534,996,482
botham81,1635,1613,649
botis1234,999,855,560
botkiller609,1127,1020,885
botmuncher,1106,667,866
botobrikkho,1405,1124,1722
botrabonjevic,1616,1393,2121
bottle03,789,796,852
bottlecans,959,442,1167
bottlemoon,1272,1201,432
botwinter,975,1031,979
boucheravi,1360,746,1025
boujeecity,814,561,533
boultsy,589,1155,1112
bouncybobcat,1464,1252,2210
bouncycar,1018,746,1229
bouncydrizzle,1066,897,1884
bouncyleaf,702,468,1419
bouncypelican,567,405,827
boundi,974,1031,1460
bourbon69,1383,1859,1530
bourkes,778,576,500
bourona1,837,1008,500
bouza17,847,522,983
bouzi,1614,1819,2286
bow10,595,958,387
bowenfan32,1467,1356,2383
bowenjap,750,529,1113
bower14,1286,1013,1454
bowhay08,802,637,1162
bowie8718,485,197,470
bowies,1550,1343,1365
bowjobss,1053,777,578
bowlofchess,889,603,1010
bowow3,631,426,889
bowx,1359,544,1015
boxcarlegend,1503,1192,1007
boxchessin,1161,805,1572
boxer083,712,545,1312
boxgm,1093,859,1382
boxhead51,1538,1229,1826
boxofshapes,1018,951,1247
boxtrot1012,1019,654,1506
boxxxxxxxxy,1326,1106,2040
boxyboom23,1124,567,1593
boyanniee,1859,1514,764
boyant,897,1478,1648
boydodgy,799,559,502
boydoz,746,396,446
boydy7275,883,1002,736
boylanc,1559,1440,1627
boyleninjago,811,754,424
boyredeye,721,595,889
boysack,692,537,1006
boysyd,1164,1118,1319
bozawozaminty,632,157,686
bozbane,1167,1105,803
bozo7556,1057,729,409
bozza12,519,740,812
bozzastan,603,1050,565
bozzelo,697,427,483
bp180,1466,1479,2071
bpantas_6,451,383,1298
bpaxto,859,846,1177
bpburnett,1373,1081,1214
bpete75,1269,1251,1519
bpfitzgerald,939,723,877
bpinto,1117,701,1200
bpoonchess,1042,603,522
bpops3,1326,686,451
bporta,1250,1265,1411
bppgesus,515,992,842
bpspring,1022,676,1657
bpt333,790,579,405
bq410,964,662,1055
br0biwan,1315,1233,1576
br3ttl3s,461,617,471
br4d3n,1035,809,589
br4ndonh,900,601,791
brad0160,584,566,411
brad1507,966,674,1337
brad18101991,1066,1017,1198
brad1829,543,232,520
brad202,1014,845,445
brad817,541,100,1056
bradabraham11,634,278,425
bradarmstrong,1043,628,861
braddarkumar,900,740,483
braddersry,862,638,856
braddo1600,999,1004,766
braddyjay,777,895,854
braddyt63,461,100,784
bradfrank,802,597,627
bradgardner13,1049,826,457
bradleybradbrad,1254,1114,1028
bradleycalladine,789,816,1408
bradleygolding1002,1269,1058,1758
bradleyjet,1140,789,1512
bradleyriddle,1126,848,1262
bradley_vince,1673,1480,1840
bradmiller12,951,511,577
bradpaii19,771,500,885
bradpingle86,871,868,1065
bradrt1989,1145,871,1478
bradshort21,1763,1487,1524
bradsimmons1992,655,483,1028
bradsmagicallife,1309,900,555
bradwah,1030,980,1035
bradyboii,686,967,1188
bradyv9,871,526,538
braeden420,1186,874,1391
braeden52,903,864,387
braedogg,581,197,439
braha35,1052,740,1025
brahmavihara,1352,1102,2360
braicycle,1090,1057,1797
brailasaurusrex,1104,1016,1720
brainage04,960,686,1985
brainaintworking,100,598,449
brainboy92,1356,1229,2360
brainfade1,726,350,461
brainlessjosh,1229,707,1553
braino66,829,666,513
brainstormty,992,729,418
braintentacles,912,652,451
brainumb,592,687,436
brainwave18,996,787,868
brainygiraffe,643,1146,1005
brainyplu,777,429,424
brainy_ankur,1554,1413,1975
brajysh,1385,924,1486
brake117,883,635,453
brakus95,1182,938,1499
brald,1363,1111,1548
bramcon,803,758,1201
bramwidjaja,858,316,412
branagan10,1022,699,1185
branch3r,552,155,424
branco25,1003,637,793
brandant14,728,762,1058
brandoggydog1,611,656,1374
brandon3422,1068,759,1451
brandonbeches,998,889,1122
brandonblight,823,786,491
brandoncam01,1364,963,1165
brandoncxnt,767,655,625
brandongharvey,746,808,878
brandonkylecraig,957,1379,828
brandonle94,1519,1744,2052
brandonliew,1239,1387,1323
brandonluisdean,780,929,865
brandonovan,1158,1056,1420
brandonsg13,711,568,1340
brandonsmitho,1030,546,1175
brandonwilliams69,901,603,460
brandos297,1181,684,1166
brandt101,989,859,1583
brandt239,428,464,1004
brandyt330,769,1175,913
brandy_cactus,1135,950,1322
braneev,1279,1235,1659
branhere,730,745,436
branikald,705,634,557
brannez1,619,245,741
branoop,1480,1213,531
brardeep,1233,1016,1052
brashgas,361,421,507
brashhome,1229,832,1628
bratbratbrat,1201,965,1840
bratdinesh,1081,1116,787
brave121,831,710,442
brave5671,1200,1212,1516
bravelandau,1036,1455,1969
bravne09,588,733,587
bravox7,895,866,929
brawlingpsycho9,586,977,909
brawlstars25,1206,1110,1740
brawlstarsgm,1067,976,800
brawnyjustice,570,322,672
braycraigm,616,1000,848
braydean,1152,916,1562
braydenheel,837,937,507
braydensgambit,864,689,830
braydenwedd,726,504,682
braylyon,916,582,666
brayster1999,978,900,1343
braythedog,791,578,963
bray_bray11,1112,824,785
bray_razor,1015,894,1058
brazgd,838,700,938
brazyking,532,328,439
brb_guys,980,827,788
brdz-i,1037,955,1474
brea1,1005,261,792
breadcruster,1330,1145,1184
breadgetter2,1689,1348,1786
breadhoodie,908,629,1714
breadie888,1577,1280,842
breadishalal,737,776,1013
breadly12,990,937,879
breadst1ck,1102,536,1176
breadstick911,772,630,1280
breadyboyo,1038,411,1322
breadytowin,769,353,434
breakfast127,652,881,810
breakingbarriers,554,467,518
breakyourhalo,523,331,503
breathtaker836,733,627,505
breavyn,1021,1031,732
brednablobo,588,411,424
breg_plays_yt,421,631,505
brekkie88,287,320,449
breksi,1149,1223,1346
bremen1,701,533,423
brendan174,2230,2243,2843
brendan486,856,229,1257
brendan627,835,611,411
brendanattard,836,647,490
brendanbob12,903,638,825
brendanbontempelli,959,805,1352
brendanelias,296,181,601
brendanforbez,961,1054,1625
brendanhill,1054,1058,1443
brendanjnorman,2046,2198,2816
brendankantor,1281,986,1525
brendanlol,1357,1314,1787
brendanmiranda,657,718,1563
brendansydes,986,737,1584
brendanwhelan1982,2038,1965,2509
brendanx,1627,1720,1644
brendan_ius,908,464,795
brendelicious,923,725,459
brendenbrisbane,1032,801,1780
brendidas,1147,838,1426
brendo21,776,197,1038
brendo69,754,691,1031
brendo84,804,722,801
brendolofski,1159,956,1466
brendon314,1554,1303,2307
brendonians,1070,716,1921
brendonjvillanueva,881,1068,799
brendonrjones,870,682,483
brendon_brendon,516,254,532
brendosefo,528,383,1302
brendothejet,1332,969,1434
brenn4n,923,425,410
brennaghcook,1027,783,1367
brenno3,888,782,478
brenryu,1081,808,1857
brent101,987,508,1773
brenton1995,1205,1046,2013
brentonfoster,1012,881,1360
brentonjohn,769,616,391
brentonkeats,1583,1626,1273
brentonlevin,1309,1250,835
brentonwilliams,1129,905,1864
brenton_b,1184,1055,1566
brentosaurus83,618,1203,467
brenwrath,719,356,616
bretho,1250,877,1116
bretho5000,586,619,734
breto666,1120,973,1163
brettcornforth,1562,1670,1743
brettdgraham,1316,1199,2265
brettfforde,656,436,819
bretthandley2004,620,728,1200
brettheyman,669,387,809
brettjames11,1319,1296,1544
brettjl86,814,738,1150
brettlynch,1025,855,393
bretto1234,1767,1801,1138
brettowa,1097,733,478
brettthethreat,1148,531,1076
brettthomo,744,825,1410
brettwill,1162,1691,1327
brettwo,1145,994,1739
brett_a_s,1532,1499,2135
brewinskii,827,666,601
brewtis,1285,846,1648
breytonioso,735,508,434
brez85,1223,987,774
breziee,1018,748,959
brialey,1413,1196,1181
brian0526,1223,865,1496
brian1000,974,442,1048
brian242,1004,755,1193
brian24377,1243,1273,811
brianbhlee,871,650,578
brianchesscake,1900,1904,572
briandjr,1200,1011,470
brianhewit,834,543,491
brianjia,1235,822,802
brianlaupy,1097,838,1332
briannaryan,834,727,832
briannguyen1232,1110,1173,1740
briantruonglifestyle,1291,1007,1447
brianxnz,1189,617,1164
briarc1,826,460,405
brick1717,488,184,798
brickalbus,1231,932,1618
bricket,688,661,987
brickflipper,898,1219,1179
brickw99,807,668,608
brick_tammland,1582,1037,1813
bridgetweller,591,317,1195
bridget_rookie,813,100,739
briefpower,1377,1169,1841
brienna94,749,713,436
briggzyjunior,1016,917,497
bright5509,835,414,1211
brightaxel,994,529,449
brightblue,611,619,1375
brightburn12,1248,946,2452
brightbyte,537,425,508
brightus595,1032,698,1214
bright_hue,1011,803,519
brigitto,1153,855,1482
briguy257,1008,514,977
briiggos,1682,1392,2082
briizzy,635,392,1111
brij4you,924,820,991
brilliantdraw,1008,664,1411
brin45,1087,716,2041
brin922,749,511,482
brindle05,640,333,571
brindles,1422,1266,1229
bringiton76,953,668,387
brinkleyinnit,1152,797,838
bris1,1984,1449,1006
bris12,737,838,462
brisbane29,1217,1072,1702
brishynose,1188,823,1668
brisingrchess,503,341,809
briskcandy77089,379,606,410
brispete33,778,443,1260
bristos85,985,873,1093
brisum09,1060,930,1085
britel69,979,973,1522
britishbol,501,868,880
brito1998,1206,1001,649
brittany000253,591,118,390
brittanymorison,1348,1078,1019
brixel01,877,838,1192
brizbaz,670,566,1126
brizben,1064,832,608
briziana,588,428,1048
bro1amali,377,201,390
bro8i,876,692,771
broadfog485,1214,1045,1403
broberown,1033,938,1477
brock382738,1036,854,1758
brockafella,867,1098,1434
brockemom,1235,1208,1840
brockenkaiuwu,540,503,489
brockenzamier,1727,1615,2240
brockobama4,826,614,1032
brocktherock9639,1147,854,486
brockyrocks,984,1260,952
brocolliandcarrots,299,108,973
brocollivegetable,1131,1219,1158
brodethb,848,823,405
brodie0258,705,745,994
brodie2410,1373,1320,1474
brodie4tesq,968,1085,805
brodie95,527,460,399
brodiecc,1992,1802,2120
brodiechatterton,789,609,1655
brodiepang,888,776,1260
brodiestewart,808,915,1358
brodiethenerd,924,1033,1328
brodyb1234,867,773,1270
brodypage,834,692,412
brodysmallbrain,1096,623,1051
brodz54,934,644,878
brodz89,978,808,1727
broexepro,461,510,462
brogerscreek,985,725,540
broggo90,1311,1378,1503
brok3nspark,1418,1213,523
brokeeffe1,881,583,1564
broken2007,290,564,507
brokenglass10101,624,987,501
brokenglitter,827,815,1474
brokh1,444,165,454
broko4,1258,1025,825
brolga2,903,551,797
brom3,1184,820,1381
bromdrum,736,583,535
bromi225,1389,1044,1898
bronbot,1477,1269,2323
broncos2007,1537,1190,549
brondar,1405,1315,1000
bronwynjk,1147,1162,1100
bronze5chesstime,658,435,1107
bronzescream,881,633,405
bronzestarks,724,492,444
brookieg78,1403,1352,2256
brooklyn4904,416,226,585
brookscar,961,725,985
brooksd07,1291,1222,888
brooksf25,1308,1144,425
brookskoepka,554,379,938
brooksm8,1169,689,1635
brookyb,537,398,451
broookek,507,552,440
brooson,1458,1417,1928
brootalatops,1121,932,617
brooteforce,1169,814,496
bropunzel1306,174,602,738
broseam,1366,1263,1716
brosenheim,1166,948,1293
brosephbygate,393,433,1142
broskiniman,895,753,605
brother-b,1145,1014,1187
brotherchristopher,1138,887,1825
brotherhunt,1372,1035,1595
brothersnbooks,1004,649,1203
brotheryang2060,1088,856,1065
brother_brioche,897,817,1501
brother_carl,1034,802,948
brovass,845,394,854
brovin,963,820,1139
brown77,950,790,1374
brownboy_nav,1067,986,834
browncattledog,833,706,1215
browncow699,672,490,916
browncow781,559,769,534
brownefish,586,544,413
brownfluffyunicorn,925,902,547
brownh69,1265,697,1378
brownie-eye,1203,1050,1529
brownie46,986,633,1058
browniesareyum,1001,747,961
browniethe,578,360,787
brownli0n,379,572,387
brownpajamas,629,270,524
brownpanda8176,1017,681,642
brownrice101,685,790,816
brownrice1738,649,665,430
brownywrld,703,470,1283
brruddha,1411,971,1705
brswans,600,327,887
brtly,1159,1082,1908
bruce0603,1077,1013,1826
bruce1o1,1219,1020,800
bruce201890,989,1038,1132
bruce235,738,563,1116
brucebiggs,358,1054,809
brucedare,1485,1277,1535
brucedog,1327,1086,1173
brucedoull,822,679,1627
bruceho,1229,929,1244
bruce_shaky,1143,1103,1617
bruemaster,814,693,1345
bruh0909,293,100,550
bruh458,808,619,799
bruh69bruh69420,919,457,1141
bruh79,1148,847,1534
bruhareyo,1031,1093,1715
bruhbruhster,970,881,1554
bruheymcbruh,430,226,1051
bruhface420,909,981,1712
bruhgam3,538,321,970
bruhh031,1203,874,1556
bruhislam,591,707,531
bruhlando,1180,476,455
bruhmaster49,911,198,427
bruhnowhy,616,633,502
bruhsmurf,941,765,541
bruhtime4chess,961,702,1358
bruhwav,740,507,430
bruh_moment430,677,771,1203
bruh_momeny,455,183,1048
brujelio,1232,827,394
brumbicles,1003,430,1258
brumbler,1313,1037,1196
brumbyjack,1181,850,1326
brunetgambit,1105,782,452
brunobamonte,1293,1110,848
brunocopa,1050,919,494
brunoliberal,784,707,1110
brunoslater,945,1034,1797
brupton,1332,1273,1986
brurtle,1101,1310,1496
brusamiok,718,613,437
bruskii,1144,928,2151
brussells,1327,1129,1647
brutal122,1409,964,486
brutalius,1961,1954,2421
bruteous,1370,1284,1464
brutuslatour,1154,1035,447
bruuceey,887,600,1584
bruznips,980,562,1498
brvttz,644,471,1107
brwoo,1111,893,1190
bryanangga,751,659,800
bryancalingasan,1287,901,816
bryandooks,440,426,1003
bryank22,714,797,390
bryanphoon,968,841,676
bryanrhall7,1274,1284,458
bryce212,1503,1386,1359
bryceconnorley,1287,973,1034
brycegood,1017,853,1086
brycekk,1510,1475,2299
brycenicol,1337,1171,1586
bryceq,1391,959,1777
brycewiddis636,933,681,1275
brycwool,642,416,434
brydgo09,307,947,785
brydontdk,1082,1312,1192
bryflies,1237,918,1513
bryn123456789,729,530,586
brynarnold,999,660,429
brynchy,1395,1112,1206
bryng10,889,652,462
brypot71,904,1212,1617
brysonconstable,868,873,462
bryzar,1050,599,1274
br_nico,1058,1170,802
bs1973,823,610,801
bsax20,1157,859,1294
bsbrain2,1590,1436,2138
bshack,1801,1881,2548
bsharp4,903,854,1030
bsick2004,1165,931,449
bsimps,1012,879,884
bskhjowd,644,1017,761
bsmagee,1344,1152,1800
bst2020,1296,1561,1053
bstrangwick7,1335,1250,1685
bsun74,1314,1247,444
bsvarun,875,783,1734
bt-86,903,652,1018
bt95,1217,904,703
btcbillionaire,1106,1220,421
btgchicken,1370,1087,1982
btkh,2112,1558,1635
btrbtr1,1362,836,1007
btsv22,1026,403,742
bu1lt4sp33d,1399,1642,2271
bubadylan,452,913,387
bubblekingz,1018,1008,1211
bubbleman123,714,1366,1259
bubbleman321,1000,657,1191
bubblepersone,1357,1507,1554
bubbles211,1391,1120,845
bubblestobendigo,819,616,1373
bubblyoboe,561,827,1186
bubblyrecess,757,473,394
bubbycammywammy,753,584,847
bubu3214,1161,1071,670
buchlovan,852,753,1564
buckbeakchessboy,907,434,1623
buckets91,795,720,465
bucketsn,965,1069,1565
buckhunterhez,904,665,547
buckles_17,1232,775,1684
bucko310,581,656,541
buckojo2000,1584,1325,623
buckoraider,1153,926,1855
buckshot4,711,716,724
budawg450,948,774,821
buddee890,1502,979,1810
buddhaboy14,2007,2074,2783
buddhabrandemo,183,784,440
buddorkini,1265,985,393
buddy410,827,938,1818
buddyaus,727,1257,1243
buddycheck86,698,373,496
buddylip,951,1062,1363
buddymccaw,722,494,1589
budfromtheblock,1006,672,490
budgiesmuggler,1086,1047,2092
budgysmugglers,1070,722,1812
budimnogoodatchess,777,794,531
budju,871,1031,927
budoo5,922,869,1179
budsbumhole,626,456,430
budska,549,480,855
budzbaca,979,629,753
budzmunz,1366,1177,467
bud_dawg,737,735,787
buecher_8,819,547,423
buff_waffle,354,700,387
bugalugs_mcscruffin,1020,642,776
bugattiboomboom,1276,891,1395
bugchung,476,272,452
buggyonmymind,648,504,628
bugmuff99,834,572,428
bugnabob,1023,656,1179
bugrit01,1511,1017,1611
bugs1e,1459,747,992
bugsbugsbugs,1161,1143,1434
bugsrule,1034,680,1287
bugswiggin,632,383,471
bugsygaming,854,683,493
bugtilly,1225,1201,1736
bugzbunnie,1340,751,1214
buhrr,659,341,1216
buik92,1196,956,1486
builderjames,690,457,591
building123,901,1510,1143
bujiga,1299,1074,1453
bukanacap,1232,860,1029
bukazi,838,620,1008
bukchey,1018,872,1575
bukchoyboy,301,421,552
buksh_head,865,433,813
bulawayo,1800,1720,2398
bulbaaaa,855,859,1536
bulbaluke,971,765,1237
bulinoran,624,590,760
bullagreen,1310,757,961
bullard3,1283,899,1403
bulld0ps,1263,795,1402
bullet2205,427,653,587
bullet88,1529,1480,2023
