Username,Rapid Rating,Blitz Rating,Puzzle Rating
bulletbruz,999,817,873
bulletcheese,1319,1267,2077
bullet_king1,1578,1175,2076
bulleyeaccuracy,1385,751,2049
bullistyx,880,916,1055
bullwalker05,693,1010,789
bullyhunter669,940,856,1728
bullypolice,1082,867,1330
bully_hunter73,1219,708,1422
bullzeyegames,820,866,529
bulunenen,1450,1122,532
bulzer,1327,1152,1262
bumaby,968,960,870
bumbumboy29,809,564,825
bumdad,1002,545,809
bumfluf,1244,1031,1203
bumfuzzleboi,618,511,787
bumperbar,672,480,1232
bumpix,691,342,604
bumpy093,1000,444,1301
bumslopz,1216,541,541
bumsniff,1066,486,1198
bum_beads,1445,1100,1806
bunanafap,672,331,715
bunbunrabbit22,107,774,400
bunce3,1718,1567,800
bundleofsadness,859,667,387
bundy96,883,656,434
bundyman82,691,829,413
bungee2304,622,754,1216
bungibeuce33,1533,1210,2095
bunjalis,1510,1041,1698
bunkman187,718,850,547
bunnas,1005,1034,436
bunsdoctor,1691,1800,1179
bunseen,1041,667,484
buntice,1261,1229,1382
buntyafoa,789,659,913
bunyip,1530,1460,1864
bunyip96,964,720,418
bunyipc,959,534,1618
burbagevalley,976,928,689
burbakpyada,988,678,397
burekufast,836,665,1721
burgersandchips,1083,593,1252
burgittyurg,901,971,1465
burgo369,884,790,815
burhs,1030,923,1474
burkanator,1034,710,612
burleighmax,845,650,803
burn6754,751,567,814
burneikis,1312,1098,1634
burner38,472,243,403
burner71,1298,677,1176
burni28,933,594,1571
burninghippi,824,100,422
burninglatte,511,247,518
burnpi,772,576,966
burnr_1,1039,781,651
burnyfern,1162,932,496
burnzieboy,1011,879,1688
burobuto,843,633,427
burrito-boy,942,566,1343
burujc,1221,879,481
busflaps,1173,1236,1708
bushrangerned,1412,1588,2321
bushspecialist,1246,1035,1246
bushtuckertime,1503,1570,1910
bushymajik,658,869,922
bush_911,696,401,719
busker64,957,537,1627
busmann,1392,990,1298
busta79,1416,1061,1926
buster24,1600,1592,1322
bustergeorge,606,425,1121
busterthomasbland,1118,1052,1633
bustinjentley,950,681,1227
bustups,628,1212,926
busycomet,1334,1035,1698
butcherbradles,1329,1138,1743
butchokako,1594,1987,1010
butiz,904,723,390
butssy,789,368,1051
buttbabaala,556,641,639
buttchinman,868,738,970
butterflyjojo,1203,1022,1192
butterfly_effect2017,1064,1035,568
butterlyn,938,987,1532
butternote,1373,1194,435
butternutss,1165,632,482
butters000000,1987,2051,2416
butters_official,761,335,843
buttfunky,981,701,432
buttsniff12,638,438,418
buttstain,1071,893,1003
butttnugget375,443,871,785
buurnsyy,822,657,938
buu_ruh_iz_cheez,1047,916,1379
buxatron5000,872,738,982
buynano-digitalmoney,1269,921,538
buzbini,573,367,620
buzhungas,419,410,412
buzz493,771,546,471
buzz8183,820,731,444
buzzoo,1086,795,1566
buzzoze,752,371,518
buzzspiker,1500,1519,2176
bw14,1100,785,400
bw51,800,466,500
bwalll,725,692,410
bwangen169,936,901,1277
bweedo,933,594,605
bwellsbruh,1088,1062,1144
bwiggie,1070,777,544
bwong2312,1112,852,1677
bwpete,1161,854,1656
bwwolfe,678,504,451
bwyce,568,462,785
bxingy123,812,650,451
byblosopher,1172,1373,645
byclist,888,750,966
byeenko,444,489,911
byeforest,1329,1313,1878
byers_cj,1183,1161,1512
byoburrito,1205,931,1724
byoosh,947,710,1348
byrnardabus,855,752,1082
byrnesy924,968,736,1283
byron4848,1087,609,1365
byron8771,1103,1092,1907
byronbedford,944,691,772
byronmanrulez,1065,1037,1547
byronwilliam,529,962,812
bytemyai,1542,1195,2102
byu135,1242,933,1860
byubhubh,285,786,436
byzz4,1548,1258,2036
byzzared,1132,1004,1552
by_ron,1035,994,1996
bzfary,699,712,1228
bzhang011,459,363,751
bzm85,1527,2037,1154
bzucc,887,977,786
b_chau,924,730,459
b_cronje,1920,1705,2665
c-hints,1279,1418,1463
c-j-l,1393,1024,1573
c-train275,1225,733,1748
c00k5s,559,1083,815
c00kedsally123,685,372,485
c00ki3m0nst4,790,584,812
c00lman42,400,866,450
c00p3rj,692,1087,794
c0bralucha,1071,975,860
c0r8en,612,576,547
c0tt3e,1038,787,1296
c134562,718,480,771
c1host,1065,872,956
c2d2a,1307,1182,1201
c33htah,1039,630,932
c36311,613,469,418
c3brt2,1010,676,802
c4c7u5,1415,1038,1725
c4ctusk1ng,1184,962,1219
c4m0123,701,530,846
c4ngui,970,778,602
c4tastrophy,485,906,987
c7ub,812,660,1064
c803rs,961,894,995
c9mplexity73,942,361,834
ca99ag3,641,865,538
caarc0,1116,808,1802
caas17,852,169,799
cab4ge,768,412,779
cabaiierobianco,1256,828,1292
cabberss,801,696,879
cabo622,703,404,1471
cabrita,1240,1153,1317
cacagonggong,693,615,400
cactus888,1032,804,1538
cactusarmy,647,936,895
cactuscrusader,805,492,723
cactusfact,654,693,597
cactusman0,637,828,548
cactusmcgee123,1102,978,1244
cactuswarrior,1453,1260,826
cadan362019,787,534,948
cadaver2005,625,451,737
caddydaddy7,1008,810,666
caddy_mc,1500,1372,2117
cadeliddle,1005,946,858
cademunroe,1336,1197,1007
cadenallison123,1068,592,740
cadettownsend,865,808,787
cadlewadle,1076,773,787
cadmeum,1042,1039,827
cadrat,1415,1103,1317
caedenjude,635,450,786
caedenp27,926,642,1328
caedrel,1763,1713,1407
caelansw,1324,921,1016
caelant4,884,859,807
caelen21,748,806,1205
caelin6,1359,1092,1399
caeliyukii,965,761,659
caelummcn,851,837,1225
cafemorocco,914,729,697
cafferky,820,750,1006
cag1710,812,508,399
cagnusmarlsen17,1318,1101,821
caguille,1314,1286,1015
cahillmards,583,610,419
cahill_ll,1184,827,1626
caidoptimus,1474,1230,2133
caig2drinks,956,805,1011
caigeybro,688,468,1221
caillinnugent,698,290,650
cain2912,1142,932,688
cainjzx,1176,926,1059
cainy,1274,1067,1827
caiosgn,1577,1246,1909
cairnssnek,730,917,800
caisealod,1522,1241,1229
caisley,543,579,536
caitiecef,132,238,422
caitie_s,751,673,845
caitlin_r,488,644,883
caitycake,423,266,906
cajamoo,1117,885,1768
cajetann,732,560,693
cajolingheart99,576,355,437
cak963,1059,826,1175
cakadak1,1182,967,387
cakechris,1345,1051,1336
cake_1589,725,590,501
cake_d,1005,699,1259
cal000cal,1605,1404,1209
cal152,409,321,622
calababwe,1062,889,1998
calabrian_defense,1314,1065,1309
calan54,1448,1185,2142
calart,1154,842,1406
calbarra,1218,1316,2195
calbio,1086,776,1202
calbr0wn,868,266,1392
calbunga_dudes,1160,541,1498
calc2244,759,914,1557
calcalator,1483,1303,2173
calcite02,574,714,858
calciumk97,822,696,1100
calculuswong,1570,1515,1958
caldaddy69,1155,666,1479
caleb60l,922,663,827
caleb7788,337,620,657
caleb793,1145,848,466
calebbbbbbbbbbbb,1078,636,1186
calebchan1,631,500,443
calebchess275,1445,1465,1800
calebchesss,722,272,466
calebkoel,1477,1274,1179
calebmcc,612,501,420
calebpheloung,792,349,1242
calebthewog,693,456,1120
calebyjh,1005,633,789
calebz,1566,1264,1738
califanox,1236,1293,709
caligulas-horse,1026,754,605
calingiri,523,802,1028
calis9,1032,698,582
calitrees,1260,952,503
callan10,979,972,1307
callan3850,476,676,795
callanh,792,514,1392
callann,1378,1100,1273
callannn,844,469,1007
callanschonrock,796,497,732
callanthewhiteguy1,1304,943,1641
callippic,1106,942,799
callistobro,1326,933,1895
callizer,811,532,1007
callmebry,922,667,766
callmedaddy101,1127,1004,400
callmekonker,632,701,427
callmesleepy,777,625,1064
callow87,1085,1016,991
callum2534,942,747,1139
callum31415926535893,628,643,425
callumanderson24,696,371,787
callumbull,1217,795,1632
callumburden,1045,712,1633
callumcrosso,819,629,454
callumdowns,503,346,1428
callumfraser,1291,1181,1554
callumlawson-smith,938,573,1516
callummari,956,925,1489
callump4,1006,938,1703
callumsalmonlily,1199,1018,837
callumsmithh,895,529,981
callumvw999,2071,2053,2618
callum_murray,1064,501,471
callyd503,412,330,431
callydad,1353,1231,2001
callywag,636,494,785
calmblueocean,631,408,1202
calmmongoose,1504,1408,2099
calofi,1594,1185,1972
calpari,1027,847,1095
calreilly,428,248,889
calritch,809,592,1162
calrob02,1653,1313,2281
calsinclair,1026,987,1304
calstifer,1370,974,1580
calt1993,1034,803,662
calviee,609,551,556
calviler,704,833,881
calvinatkinson,659,602,415
calvincan,752,313,785
calvinharrisfan,1089,814,1063
calvinknight123,464,109,388
calvinlewi97,987,778,473
calvinorosa,1221,846,1556
calvinwow,1010,599,710
calvin_nest,1617,1504,2179
caly13,828,880,486
calzard,722,1022,1101
calzgunz,1521,1659,2452
cal_col1,675,529,582
cal_h,615,645,512
cam1348,1004,542,681
cam20191,1060,743,464
cam863,759,385,658
camacasir2d2,1389,1293,1011
camacd,1000,1008,1863
camal0tt,937,714,1200
camb2,673,231,1044
cambead,777,609,877
cambemite,758,611,1200
cambium78,984,964,1044
cambkoy,1554,1493,1267
cambo19,1269,994,1799
cambo6torres,1290,1114,475
cambopalpatine,612,1519,984
cambosity,686,455,1525
camdaly230903,905,672,1017
camden475,1343,1258,1447
camdudeoz,1065,670,1609
camel0908,317,283,412
camelcase123,1021,773,444
camelknight95,840,774,730
cameltastic,917,735,1104
cameltrain,793,703,870
camembear,611,410,467
cameron0129,869,664,1455
cameron0328216,1287,1100,786
cameron17665,1028,825,1686
cameron256,1341,1357,2145
cameron678,1331,1193,786
cameroncastles,775,377,412
cameroncorder,793,589,908
cameroncrush,526,679,656
camerondcruz,549,629,793
camerongillman,1279,884,1536
camerongilmour,976,934,1325
camerongregg,676,489,1030
cameronhares,549,717,1614
cameronheathcote,1240,1304,1706
cameronhh123,1032,1016,463
cameronisfa,407,861,437
cameronjm,1006,677,1262
cameronlister,835,603,453
cameronmaclennan,1478,1312,1743
cameronp88,938,676,1146
cameronreilly,1420,1090,2207
cameronrickard,1525,1272,2233
cameronschnell20,829,761,839
cameronwarren-smith,852,486,1308
cameronwastaken,916,662,483
camflack1,955,467,415
camgm,926,689,1454
camhart71,876,693,476
cami64,1356,1574,1750
camicool1,709,560,858
camillerichris,903,598,1202
camillusmclaughlin,1164,1130,1285
camiloalanis,607,241,387
camjohnn,559,939,927
camjohns125673,964,987,791
camjordan,565,486,793
camkart1994,1042,1194,1574
caml88,464,1027,412
cammo97,1265,606,571
cammonaco,1081,585,452
cammy152,991,653,878
cammyy8008135,1104,992,2048
camohodge,1161,941,429
camokarzi,834,656,586
camo_g,1177,1088,2032
campbellmaclean,693,693,790
campbellmcmillan34,996,675,1396
campbellrider,1110,947,1100
campbelltown1996,1036,936,534
campbellunsworth,952,680,404
campbellwilson,1404,1091,2066
campingroom,642,499,1228
camp_ball,973,814,1174
camren13,622,385,785
camroberts82324,1440,1187,2077
camtheewok,995,767,1604
camtinho895,1008,1380,993
camumac1,794,706,387
cam_byrnes,1304,1041,1240
cam_drinan,605,473,459
cam_hunter,913,717,1330
canaanbrown91,1154,552,456
canbechess,1001,971,1384
canberraraiders,1401,1618,1529
canblunder,1027,761,811
cancallkirby,952,522,414
cancer100,1048,1070,645
cancer4dacure,841,420,800
cancran,1041,733,1002
candagtekin22,756,343,412
candidbishop,1452,1253,1263
candidsam,1654,1625,1456
candlejack1127,1076,983,1509
candlejack5,1436,1179,1507
candylobster,449,270,1230
candypog,522,330,885
cangaroo64,1918,2429,2609
cange101,554,751,665
canhardlyplay,1216,974,1202
canleyvale,1247,1383,780
cannabanoid,1098,936,1385
cannalily,928,760,432
cannon50000,1046,636,433
cannygryphon,683,648,1631
canolock,708,340,420
canonno1,933,584,460
cansermanq,843,552,1225
cantalici0,1443,1153,931
cantfindmycake,996,652,1374
canthecat,669,453,569
cantstopmewin,613,287,450
caolilamark,992,1164,1882
capa12,1491,1383,1003
capablehuman,1689,1467,1559
capakas2288,1912,1881,791
capangpangan,1668,1349,883
capaplonker1,1414,1513,1653
capbarnacles,1478,1212,1638
capcongo,1214,593,1537
capeshoe,1126,963,1738
capitalking3,652,497,963
capitanadahip,786,729,677
capnbear13,1355,1317,2121
capnmud,1236,1220,1759
capnredbeard,1311,1689,2316
cappa840,376,353,412
cappitalw,660,715,1059
caprianni,232,970,400
caprpr,1261,917,933
capry7,689,349,1293
captain-blunder-pants,1029,832,1106
captain-charles,759,1282,723
captainachilles,1019,900,1609
captainaryan2169,1096,819,1518
captainbigcones,1026,1025,1671
captainblubby,1369,1288,1137
captaincaptainmo,750,810,1032
captainchess12345,260,408,416
captaincook1337,1318,1236,834
captaincoyote,1145,959,1907
captaingum,1236,746,1331
captainjack51,491,508,479
captainlazerguns,775,526,1031
captainloony007,1013,988,1119
captainm8,780,1081,553
captainnarrabeen,1436,506,1022
captainpapii,466,433,439
captainray,1593,1540,2057
captainsd512,618,1079,791
captainsteve35,1142,890,1083
captaintakoyaki,1150,647,405
captaintyrone,387,239,392
captain_huge,1504,1120,1832
captain_pickul,1519,1315,1994
captain_swashy,1148,960,1484
captflowers182,1385,1145,1491
captincoocked,522,394,430
captn15,1316,1240,1389
captpan1,1138,1237,1598
capturescaptures2212,882,789,957
capt_obvious_789,1087,804,1546
caravanpapi,538,115,905
cardboardbox0623,1585,922,992
cardiff14,728,549,422
cardigan_11,514,479,943
cardinal220,1111,1012,1210
cardinalboomer,1083,691,638
cardintrieu,501,801,861
cardm,894,664,1397
cardscook77,560,711,1107
cardtenmatthai,1689,1440,1839
cardy73,1619,1539,1329
carecu,1304,1229,1956
carefreekat,1046,755,399
carefulbutler2,1247,998,1873
carefulfear,1278,1169,1252
carelessplayer1,1409,1305,699
carenski,1024,846,1085
caressingdynamite,402,354,759
careyzimmer,666,882,786
carey_b,1068,565,1144
cargiac28,1109,1057,1462
caringbandit,729,600,403
caringchip,963,762,539
carklord,1063,938,442
carlau3a,550,893,400
carlh10,542,565,411
carlimac,554,497,427
carlin54,677,844,1607
carlito6969,485,867,711
carlla20,866,613,1236
carllaaa,712,433,830
carllenny,1062,790,1305
carllu,1016,1146,1447
carlmonoz,947,540,417
carlmunoz69,656,522,505
carlockone,842,784,658
carlos3229,643,581,429
carloscruzcastro,927,793,680
carlosis,1326,1058,1578
carlosmcleanos,1299,723,1815
carlosoviedo2002,1229,1162,717
carlospicywienr,817,600,405
carlospoveda,552,770,400
carlossantiago123,1174,778,430
carlost87,1218,846,1529
carlosttttt,536,373,1028
carlosvm6,689,424,737
carlpreen,1306,1067,1522
carlsbergsac,1729,1813,2744
carlsen-shide,813,463,1103
carlsonavirus,1302,1235,1129
carlthestewart,1289,749,1516
carlton867,1264,1152,1487
carltonfinch,706,545,731
carltonknight,1140,723,1024
carlweng,736,988,1142
carlwin777,1421,1552,2158
carly12156,555,205,411
carl_is_bad,976,806,1359
carmine13,1202,1210,1684
carnegiefloyd,702,539,400
carokarnnt,922,888,438
carolb21,719,643,1015
carolinesprings,1381,1078,435
carolinew995,1382,764,785
carolinewilshire,617,438,391
carpe-regem,829,604,607
carpethedamndiem,1742,1360,2016
carrot175,1007,817,782
carrotbean348,1382,1130,790
carrotcake11,1308,1330,1457
carrotcarrotcarrotcarrot,377,218,417
carrotchomper,1025,693,1504
carrotking13,1534,1375,400
carrotsandcorn,911,835,1575
carsalesman07,881,488,1129
carseatbedrest,911,296,534
carter45,1224,846,1094
cartjosie,569,436,515
cartoonedlizard,719,654,1352
cartwc,1010,590,461
caryab,826,559,1024
carzey,1053,813,1195
car_door,983,922,1294
cas3y1,428,586,453
cas936,1605,1674,1332
casablaca,1481,1363,852
casanova_fly,936,828,427
cascudin,864,1452,810
casedier,844,715,1099
casee631,533,542,430
casematta3,1293,843,1499
casenova7,708,400,1162
casery,553,267,841
casey618,1220,1727,2130
caseyj7,485,223,432
caseynator123,1008,1075,1397
caseyryback000,1283,1336,1548
cashing_checks,1509,1109,1940
cashjohnny3630,1455,1295,1067
cashmonday,1092,648,1260
cashmoneypresedent,975,777,502
cashoscar,776,920,805
cashy14,810,455,669
casimir43,324,243,1200
casino-suavez,937,835,463
casinobear,1191,664,1552
casiosse,1093,951,1739
casmasia,1137,976,1366
casnick1,484,319,1084
casper0690,1057,956,1465
caspers92,1453,1717,862
casperwu,1683,1564,1890
casrom,1120,739,1404
cass0wry,1019,904,816
cassanocrash1993,801,537,442
cassdoggydog,917,554,787
cassidyhuntlive,557,505,439
cassiemcflirt,741,641,908
cassifire,922,619,1642
cassjammin,695,215,790
castellii,947,753,862
castledefend,1327,826,567
castlehorsecardinal,932,1311,525
castlesplash,1407,1297,1294
castleting,691,657,1028
castlingpawn566,287,238,453
casual120bench,343,157,408
casualcain,1110,967,1311
casuallyreal,759,764,1036
casualr,672,653,1470
casualrhino24,1154,858,1270
casualyxu,597,435,1254
catalize,958,332,901
catalystnub,1047,696,789
catalyticcarbon,1046,1002,1982
catanisgood,876,595,566
catapulting,1021,1024,1435
catch-me,1424,1168,1199
cateagle,1623,1353,2180
caterina644,1203,723,390
caterpillar007,415,100,430
catev3,680,786,1386
cateyjj,209,560,438
catfeesh69,716,301,877
catfish379,1080,841,901
catfishandchups,1000,554,699
catgirl69,1374,1295,1770
cathall,1220,1220,1206
catherine52184,568,426,651
catlemon,1402,1019,797
catlovr1572,923,823,389
catnamedshrody,1528,1318,964
caton16,1326,802,1935
catseatcake0903,968,417,1288
catskinner93,815,715,999
catswithwings00,689,606,400
cattoisthebest,560,371,419
catty44c,1381,1300,1034
catullus_16,923,464,1244
catwhisperer432,1010,620,1580
catwool,656,657,509
catzdabest,1237,1230,628
catzfatz,1409,1427,1239
cat_chess_star,1405,1207,1019
cauchpotato,791,934,969
caulf777,991,433,640
causedmaple,287,370,555
causeimnoob,812,578,390
caution101,1257,1301,1478
cauu,830,886,1185
cavalier_1983,1572,1257,1219
cavdood,721,187,457
cavdwalt,991,598,1549
caveman1903,899,720,723
caveman215,1635,1406,1418
caveman9753,1451,1103,1063
cavemanricky,1351,1435,1707
cavernous_minge,1036,568,412
cavres,1737,1669,1557
cavte,921,912,457
caxe0,1195,914,1373
caxel20,949,242,1393
caynoayno431,168,455,463
cazar200,529,419,785
cazaron,1313,957,1672
cazna52,784,501,1519
ca_parker,883,756,746
ca_si,907,462,1462
cb50567,807,487,981
cbc2008,1177,472,1086
cbeik,981,1262,412
cbiscotti,992,740,1203
cbknight23,1027,1130,1104
cblongy,1146,1023,435
cbonny1989,676,573,404
cbradford,679,338,1633
cbrie13,563,235,1019
cbroadstock,1213,837,1300
cbrunt,1167,743,492
cbt-specialist,877,726,1174
cbt9,1353,897,1907
cbulls360,598,376,425
cburm95,1284,907,1722
cbust,890,926,391
cbx1047,971,1174,838
cb_longneck,429,683,1379
cc98cac,1205,684,412
ccameron06,730,689,639
cccccccc0418,512,417,793
cccc_chess,1376,1298,2211
ccchris,1403,999,1898
cccmini96,1002,610,1592
ccdanger,1749,1527,2504
cchaaya,1339,1183,635
cchin88,1095,1239,390
ccisc,899,841,1332
ccjhuang,1804,2074,2984
cclew8,962,943,821
ccob,635,526,498
ccole12,986,1207,1148
ccschess1,1044,1017,551
ccschess3,596,420,465
ccyma,1867,1967,2088
cd247,1093,829,615
cd385,832,500,435
cdauzzie,882,879,460
cdawg100,1009,712,1629
cdawg17893,1189,947,1960
cdawg87,824,772,1065
cddrago,1076,601,1379
cdeakin1,921,784,1231
cdjf,709,281,412
cdm-sm6,1280,1038,1587
cdmonline,1147,1126,1497
cdotl,1543,1478,2161
cds_77,746,762,1157
cdvsdc,1081,882,569
cdwyer1bod,1262,930,688
cdy_101,1150,1000,1558
ceazelef,1651,1407,1973
cebboboi,660,304,1505
cecil145,885,704,1292
cecilbecil,653,360,482
cecil_neville,822,833,1395
cedesch,1120,1200,1752
cedricdabot,965,509,813
cedricfun29,1546,1563,2149
cedwards6726,881,849,1173
ceeekaaay,1112,789,1477
ceef17,828,702,897
ceefa,1104,1132,1887
ceegee7,687,183,475
ceesea2,604,573,810
cee_dogg,1372,1161,1850
cekipapa,1538,1034,2112
celery_sticks85,1019,760,1073
celestialop,568,730,411
celestialruiz,745,429,1462
celkyas,917,163,535
cellulararrow41,1295,1122,1884
cellymai,410,351,398
celogois,986,709,563
celonis,996,1330,411
celsonnlark,1070,850,1607
celtictiger1,1404,1152,1193
cemakala,1173,990,923
cementitious,1105,1069,1446
cemhuseyin,1369,796,1058
cenman3,1148,997,1149
cennor,798,592,681
centipede97,1061,882,427
centralairport,946,873,405
centuros,1202,1198,1135
cenzo20,1094,840,579
cenzooooo,750,356,403
ceoofcheckmate,794,536,1133
ceoofmonkey,797,563,682
cepatra,1046,894,446
ceptionchess,817,1024,1592
cerealzkiller10,711,680,579
cerfavae,1200,1133,813
cert1fiedbruhmoment,897,564,1609
certainpajamas,1302,1245,2032
certifiedklutz,508,229,427
certified_autist,686,649,926
cesaru2020,740,748,387
cestbenlfun,1349,960,1751
cevin1258,1124,794,1812
cez96,1207,912,1257
cezard123,908,866,1283
cfdn,607,496,1033
cffndncr,1485,1226,2226
cfinv,1148,1008,1533
cfisht,1037,623,1346
cfkingill,960,863,1296
cfmadden5,765,291,838
cfmcgregor,829,641,687
cfna,1296,1189,2057
cfong63,1135,1101,2083
cfu18,1225,346,1169
cgbolton,1255,1157,1600
cgcg,1633,1524,2055
cgilm,733,691,844
cgp18,1828,1685,853
cgpenfold,959,606,782
cgri0128,941,986,666
ch0a9,1031,797,412
ch0cch1p,806,405,969
ch0ppedliver,872,557,1205
ch1cken0nachain,807,621,593
ch1gg,777,528,612
ch1llguy,749,336,1416
ch1nch1lling,493,492,460
ch33s3burg3r,935,475,804
ch3ddarch3ss,1559,1323,794
ch3esymac,626,1058,784
ch3fkyle,2206,1985,1215
ch3smanthatplaysches,1096,602,484
ch3sschadd,712,451,812
ch3ssm9,797,693,1213
ch3st3r99,851,534,992
chaalk,352,1107,698
chaayac,782,639,703
chabdaddy,874,210,1294
chachauppy,893,408,588
chachi_bubba,563,659,503
chacker43,1239,910,1136
chackiejan,660,789,1410
chad183,663,639,1192
chad426,1297,990,527
chad77parker,1047,832,1145
chadab0x,1240,948,1223
chaddlulz,1101,1167,1300
